TIME_PERIOD#es,TIME_PERIOD_CODE,UNIVERSIDADES#es,UNIVERSIDADES_CODE,SEXO#es,SEXO_CODE,PROCEDIMIENTO_ACCESO#es,PROCEDIMIENTO_ACCESO_CODE,CONVOCATORIA#es,CONVOCATORIA_CODE,MEDIDAS#es,MEDIDAS_CODE,OBS_VALUE,CONFIDENCIALIDAD_OBSERVACION#es,ESTADO_OBSERVACION#es,ESTADO_OBSERVACION_CODE,NOTAS_OBSERVACION#es
2015,2015,Universidad de La Laguna,015,Hombres,M,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Total,_T,Presentados,PRESENTADOS,2050,,,,
2015,2015,Universidad de La Laguna,015,Mujeres,F,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Total,_T,Presentados,PRESENTADOS,2950,,,,
2016,2016,Universidad de La Laguna,015,Total,_T,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Total,_T,Presentados,PRESENTADOS,5291,,,,
2016,2016,Universidad de La Laguna,015,Hombres,M,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Total,_T,Presentados,PRESENTADOS,2273,,,,
2016,2016,Universidad de La Laguna,015,Mujeres,F,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Total,_T,Presentados,PRESENTADOS,3018,,,,
2017,2017,Universidad de La Laguna,015,Total,_T,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Total,_T,Presentados,PRESENTADOS,5355,,,,
2017,2017,Universidad de La Laguna,015,Hombres,M,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Total,_T,Presentados,PRESENTADOS,2240,,,,
2017,2017,Universidad de La Laguna,015,Mujeres,F,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Total,_T,Presentados,PRESENTADOS,3115,,,,
2018,2018,Universidad de La Laguna,015,Total,_T,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Total,_T,Presentados,PRESENTADOS,5530,,,,
2018,2018,Universidad de La Laguna,015,Hombres,M,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Total,_T,Presentados,PRESENTADOS,2343,,,,
2018,2018,Universidad de La Laguna,015,Mujeres,F,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Total,_T,Presentados,PRESENTADOS,3187,,,,
2019,2019,Universidad de La Laguna,015,Total,_T,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Total,_T,Presentados,PRESENTADOS,5603,,,,
2019,2019,Universidad de La Laguna,015,Hombres,M,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Total,_T,Presentados,PRESENTADOS,2413,,,,
2019,2019,Universidad de La Laguna,015,Mujeres,F,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Total,_T,Presentados,PRESENTADOS,3190,,,,
2020,2020,Universidad de La Laguna,015,Total,_T,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Total,_T,Presentados,PRESENTADOS,6160,,,,
2020,2020,Universidad de La Laguna,015,Hombres,M,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Total,_T,Presentados,PRESENTADOS,2675,,,,
2020,2020,Universidad de La Laguna,015,Mujeres,F,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Total,_T,Presentados,PRESENTADOS,3485,,,,
2021,2021,Universidad de La Laguna,015,Total,_T,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Total,_T,Presentados,PRESENTADOS,6192,,,,
2021,2021,Universidad de La Laguna,015,Hombres,M,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Total,_T,Presentados,PRESENTADOS,2738,,,,
2021,2021,Universidad de La Laguna,015,Mujeres,F,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Total,_T,Presentados,PRESENTADOS,3454,,,,
2022,2022,Universidad de La Laguna,015,Total,_T,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Total,_T,Presentados,PRESENTADOS,6171,,,,
2022,2022,Universidad de La Laguna,015,Hombres,M,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Total,_T,Presentados,PRESENTADOS,2588,,,,
2022,2022,Universidad de La Laguna,015,Mujeres,F,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Total,_T,Presentados,PRESENTADOS,3583,,,,
2015,2015,Universidad de La Laguna,015,Total,_T,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Total,_T,Matriculados,MATRICULADOS,5066,,,,
2015,2015,Universidad de La Laguna,015,Hombres,M,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Total,_T,Matriculados,MATRICULADOS,2087,,,,
2015,2015,Universidad de La Laguna,015,Mujeres,F,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Total,_T,Matriculados,MATRICULADOS,2979,,,,
2016,2016,Universidad de La Laguna,015,Total,_T,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Total,_T,Matriculados,MATRICULADOS,5358,,,,
2016,2016,Universidad de La Laguna,015,Hombres,M,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Total,_T,Matriculados,MATRICULADOS,2303,,,,
2016,2016,Universidad de La Laguna,015,Mujeres,F,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Total,_T,Matriculados,MATRICULADOS,3055,,,,
2017,2017,Universidad de La Laguna,015,Total,_T,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Total,_T,Matriculados,MATRICULADOS,5412,,,,
2017,2017,Universidad de La Laguna,015,Hombres,M,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Total,_T,Matriculados,MATRICULADOS,2270,,,,
2017,2017,Universidad de La Laguna,015,Mujeres,F,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Total,_T,Matriculados,MATRICULADOS,3142,,,,
2018,2018,Universidad de La Laguna,015,Total,_T,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Total,_T,Matriculados,MATRICULADOS,5623,,,,
2018,2018,Universidad de La Laguna,015,Hombres,M,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Total,_T,Matriculados,MATRICULADOS,2384,,,,
2018,2018,Universidad de La Laguna,015,Mujeres,F,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Total,_T,Matriculados,MATRICULADOS,3239,,,,
2019,2019,Universidad de La Laguna,015,Total,_T,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Total,_T,Matriculados,MATRICULADOS,5675,,,,
2019,2019,Universidad de La Laguna,015,Hombres,M,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Total,_T,Matriculados,MATRICULADOS,2441,,,,
2019,2019,Universidad de La Laguna,015,Mujeres,F,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Total,_T,Matriculados,MATRICULADOS,3234,,,,
2020,2020,Universidad de La Laguna,015,Total,_T,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Total,_T,Matriculados,MATRICULADOS,6232,,,,
2020,2020,Universidad de La Laguna,015,Hombres,M,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Total,_T,Matriculados,MATRICULADOS,2707,,,,
2020,2020,Universidad de La Laguna,015,Mujeres,F,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Total,_T,Matriculados,MATRICULADOS,3525,,,,
2021,2021,Universidad de La Laguna,015,Total,_T,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Total,_T,Matriculados,MATRICULADOS,6314,,,,
2021,2021,Universidad de La Laguna,015,Hombres,M,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Total,_T,Matriculados,MATRICULADOS,2796,,,,
2021,2021,Universidad de La Laguna,015,Mujeres,F,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Total,_T,Matriculados,MATRICULADOS,3518,,,,
2022,2022,Universidad de La Laguna,015,Total,_T,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Total,_T,Matriculados,MATRICULADOS,6294,,,,
2022,2022,Universidad de La Laguna,015,Hombres,M,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Total,_T,Matriculados,MATRICULADOS,2640,,,,
2022,2022,Universidad de La Laguna,015,Mujeres,F,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Total,_T,Matriculados,MATRICULADOS,3654,,,,
2015,2015,Universidad de La Laguna,015,Total,_T,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Ordinaria,ORDINARIA,Aprobados,APROBADOS,3986,,,,
2015,2015,Universidad de La Laguna,015,Hombres,M,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Ordinaria,ORDINARIA,Aprobados,APROBADOS,1557,,,,
2015,2015,Universidad de La Laguna,015,Mujeres,F,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Ordinaria,ORDINARIA,Aprobados,APROBADOS,2429,,,,
2016,2016,Universidad de La Laguna,015,Total,_T,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Ordinaria,ORDINARIA,Aprobados,APROBADOS,4041,,,,
2016,2016,Universidad de La Laguna,015,Hombres,M,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Ordinaria,ORDINARIA,Aprobados,APROBADOS,1710,,,,
2016,2016,Universidad de La Laguna,015,Mujeres,F,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Ordinaria,ORDINARIA,Aprobados,APROBADOS,2331,,,,
2017,2017,Universidad de La Laguna,015,Total,_T,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Ordinaria,ORDINARIA,Aprobados,APROBADOS,4306,,,,
2017,2017,Universidad de La Laguna,015,Hombres,M,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Ordinaria,ORDINARIA,Aprobados,APROBADOS,1725,,,,
2017,2017,Universidad de La Laguna,015,Mujeres,F,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Ordinaria,ORDINARIA,Aprobados,APROBADOS,2581,,,,
2018,2018,Universidad de La Laguna,015,Total,_T,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Ordinaria,ORDINARIA,Aprobados,APROBADOS,4341,,,,
2018,2018,Universidad de La Laguna,015,Hombres,M,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Ordinaria,ORDINARIA,Aprobados,APROBADOS,1778,,,,
2018,2018,Universidad de La Laguna,015,Mujeres,F,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Ordinaria,ORDINARIA,Aprobados,APROBADOS,2563,,,,
2019,2019,Universidad de La Laguna,015,Total,_T,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Ordinaria,ORDINARIA,Aprobados,APROBADOS,4428,,,,
2019,2019,Universidad de La Laguna,015,Hombres,M,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Ordinaria,ORDINARIA,Aprobados,APROBADOS,1872,,,,
2019,2019,Universidad de La Laguna,015,Mujeres,F,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Ordinaria,ORDINARIA,Aprobados,APROBADOS,2556,,,,
2020,2020,Universidad de La Laguna,015,Total,_T,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Ordinaria,ORDINARIA,Aprobados,APROBADOS,5022,,,,
2020,2020,Universidad de La Laguna,015,Hombres,M,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Ordinaria,ORDINARIA,Aprobados,APROBADOS,2116,,,,
2020,2020,Universidad de La Laguna,015,Mujeres,F,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Ordinaria,ORDINARIA,Aprobados,APROBADOS,2906,,,,
2021,2021,Universidad de La Laguna,015,Total,_T,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Ordinaria,ORDINARIA,Aprobados,APROBADOS,4945,,,,
2021,2021,Universidad de La Laguna,015,Hombres,M,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Ordinaria,ORDINARIA,Aprobados,APROBADOS,2138,,,,
2021,2021,Universidad de La Laguna,015,Mujeres,F,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Ordinaria,ORDINARIA,Aprobados,APROBADOS,2807,,,,
2022,2022,Universidad de La Laguna,015,Total,_T,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Ordinaria,ORDINARIA,Aprobados,APROBADOS,4842,,,,
2022,2022,Universidad de La Laguna,015,Hombres,M,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Ordinaria,ORDINARIA,Aprobados,APROBADOS,2000,,,,
2022,2022,Universidad de La Laguna,015,Mujeres,F,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Ordinaria,ORDINARIA,Aprobados,APROBADOS,2842,,,,
2015,2015,Universidad de La Laguna,015,Total,_T,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Ordinaria,ORDINARIA,Presentados,PRESENTADOS,4108,,,,
2015,2015,Universidad de La Laguna,015,Hombres,M,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Ordinaria,ORDINARIA,Presentados,PRESENTADOS,1610,,,,
2015,2015,Universidad de La Laguna,015,Mujeres,F,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Ordinaria,ORDINARIA,Presentados,PRESENTADOS,2498,,,,
2016,2016,Universidad de La Laguna,015,Total,_T,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Ordinaria,ORDINARIA,Presentados,PRESENTADOS,4203,,,,
2016,2016,Universidad de La Laguna,015,Hombres,M,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Ordinaria,ORDINARIA,Presentados,PRESENTADOS,1777,,,,
2016,2016,Universidad de La Laguna,015,Mujeres,F,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Ordinaria,ORDINARIA,Presentados,PRESENTADOS,2426,,,,
2017,2017,Universidad de La Laguna,015,Total,_T,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Ordinaria,ORDINARIA,Presentados,PRESENTADOS,4456,,,,
2017,2017,Universidad de La Laguna,015,Hombres,M,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Ordinaria,ORDINARIA,Presentados,PRESENTADOS,1801,,,,
2017,2017,Universidad de La Laguna,015,Mujeres,F,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Ordinaria,ORDINARIA,Presentados,PRESENTADOS,2655,,,,
2018,2018,Universidad de La Laguna,015,Total,_T,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Ordinaria,ORDINARIA,Presentados,PRESENTADOS,4610,,,,
2018,2018,Universidad de La Laguna,015,Hombres,M,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Ordinaria,ORDINARIA,Presentados,PRESENTADOS,1911,,,,
2018,2018,Universidad de La Laguna,015,Mujeres,F,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Ordinaria,ORDINARIA,Presentados,PRESENTADOS,2699,,,,
2019,2019,Universidad de La Laguna,015,Total,_T,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Ordinaria,ORDINARIA,Presentados,PRESENTADOS,4733,,,,
2019,2019,Universidad de La Laguna,015,Hombres,M,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Ordinaria,ORDINARIA,Presentados,PRESENTADOS,2008,,,,
2019,2019,Universidad de La Laguna,015,Mujeres,F,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Ordinaria,ORDINARIA,Presentados,PRESENTADOS,2725,,,,
2020,2020,Universidad de La Laguna,015,Total,_T,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Ordinaria,ORDINARIA,Presentados,PRESENTADOS,5613,,,,
2020,2020,Universidad de La Laguna,015,Hombres,M,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Ordinaria,ORDINARIA,Presentados,PRESENTADOS,2420,,,,
2020,2020,Universidad de La Laguna,015,Mujeres,F,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Ordinaria,ORDINARIA,Presentados,PRESENTADOS,3193,,,,
2021,2021,Universidad de La Laguna,015,Total,_T,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Ordinaria,ORDINARIA,Presentados,PRESENTADOS,5349,,,,
2021,2021,Universidad de La Laguna,015,Hombres,M,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Ordinaria,ORDINARIA,Presentados,PRESENTADOS,2332,,,,
2021,2021,Universidad de La Laguna,015,Mujeres,F,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Ordinaria,ORDINARIA,Presentados,PRESENTADOS,3017,,,,
2022,2022,Universidad de La Laguna,015,Total,_T,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Ordinaria,ORDINARIA,Presentados,PRESENTADOS,5262,,,,
2022,2022,Universidad de La Laguna,015,Hombres,M,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Ordinaria,ORDINARIA,Presentados,PRESENTADOS,2176,,,,
2022,2022,Universidad de La Laguna,015,Mujeres,F,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Ordinaria,ORDINARIA,Presentados,PRESENTADOS,3086,,,,
2015,2015,Universidad de La Laguna,015,Total,_T,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Ordinaria,ORDINARIA,Matriculados,MATRICULADOS,4146,,,,
2015,2015,Universidad de La Laguna,015,Hombres,M,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Ordinaria,ORDINARIA,Matriculados,MATRICULADOS,1633,,,,
2015,2015,Universidad de La Laguna,015,Mujeres,F,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Ordinaria,ORDINARIA,Matriculados,MATRICULADOS,2513,,,,
2016,2016,Universidad de La Laguna,015,Total,_T,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Ordinaria,ORDINARIA,Matriculados,MATRICULADOS,4240,,,,
2016,2016,Universidad de La Laguna,015,Hombres,M,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Ordinaria,ORDINARIA,Matriculados,MATRICULADOS,1794,,,,
2016,2016,Universidad de La Laguna,015,Mujeres,F,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Ordinaria,ORDINARIA,Matriculados,MATRICULADOS,2446,,,,
2017,2017,Universidad de La Laguna,015,Total,_T,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Ordinaria,ORDINARIA,Matriculados,MATRICULADOS,4481,,,,
2017,2017,Universidad de La Laguna,015,Hombres,M,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Ordinaria,ORDINARIA,Matriculados,MATRICULADOS,1815,,,,
2017,2017,Universidad de La Laguna,015,Mujeres,F,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Ordinaria,ORDINARIA,Matriculados,MATRICULADOS,2666,,,,
2018,2018,Universidad de La Laguna,015,Total,_T,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Ordinaria,ORDINARIA,Matriculados,MATRICULADOS,4673,,,,
2018,2018,Universidad de La Laguna,015,Hombres,M,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Ordinaria,ORDINARIA,Matriculados,MATRICULADOS,1937,,,,
2018,2018,Universidad de La Laguna,015,Mujeres,F,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Ordinaria,ORDINARIA,Matriculados,MATRICULADOS,2736,,,,
2019,2019,Universidad de La Laguna,015,Total,_T,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Ordinaria,ORDINARIA,Matriculados,MATRICULADOS,4780,,,,
2019,2019,Universidad de La Laguna,015,Hombres,M,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Ordinaria,ORDINARIA,Matriculados,MATRICULADOS,2022,,,,
2019,2019,Universidad de La Laguna,015,Mujeres,F,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Ordinaria,ORDINARIA,Matriculados,MATRICULADOS,2758,,,,
2020,2020,Universidad de La Laguna,015,Total,_T,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Ordinaria,ORDINARIA,Matriculados,MATRICULADOS,5665,,,,
2020,2020,Universidad de La Laguna,015,Hombres,M,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Ordinaria,ORDINARIA,Matriculados,MATRICULADOS,2442,,,,
2020,2020,Universidad de La Laguna,015,Mujeres,F,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Ordinaria,ORDINARIA,Matriculados,MATRICULADOS,3223,,,,
2021,2021,Universidad de La Laguna,015,Total,_T,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Ordinaria,ORDINARIA,Matriculados,MATRICULADOS,5431,,,,
2021,2021,Universidad de La Laguna,015,Hombres,M,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Ordinaria,ORDINARIA,Matriculados,MATRICULADOS,2370,,,,
2021,2021,Universidad de La Laguna,015,Mujeres,F,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Ordinaria,ORDINARIA,Matriculados,MATRICULADOS,3061,,,,
2022,2022,Universidad de La Laguna,015,Total,_T,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Ordinaria,ORDINARIA,Matriculados,MATRICULADOS,5346,,,,
2022,2022,Universidad de La Laguna,015,Hombres,M,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Ordinaria,ORDINARIA,Matriculados,MATRICULADOS,2213,,,,
2022,2022,Universidad de La Laguna,015,Mujeres,F,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Ordinaria,ORDINARIA,Matriculados,MATRICULADOS,3133,,,,
2015,2015,Universidad de La Laguna,015,Total,_T,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Extraordinaria,EXTRAORDINARIA,Aprobados,APROBADOS,779,,,,
2015,2015,Universidad de La Laguna,015,Hombres,M,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Extraordinaria,EXTRAORDINARIA,Aprobados,APROBADOS,387,,,,
2015,2015,Universidad de La Laguna,015,Mujeres,F,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Extraordinaria,EXTRAORDINARIA,Aprobados,APROBADOS,392,,,,
2016,2016,Universidad de La Laguna,015,Total,_T,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Extraordinaria,EXTRAORDINARIA,Aprobados,APROBADOS,964,,,,
2016,2016,Universidad de La Laguna,015,Hombres,M,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Extraordinaria,EXTRAORDINARIA,Aprobados,APROBADOS,440,,,,
2016,2016,Universidad de La Laguna,015,Mujeres,F,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Extraordinaria,EXTRAORDINARIA,Aprobados,APROBADOS,524,,,,
2017,2017,Universidad de La Laguna,015,Total,_T,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Extraordinaria,EXTRAORDINARIA,Aprobados,APROBADOS,798,,,,
2017,2017,Universidad de La Laguna,015,Hombres,M,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Extraordinaria,EXTRAORDINARIA,Aprobados,APROBADOS,383,,,,
2017,2017,Universidad de La Laguna,015,Mujeres,F,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Extraordinaria,EXTRAORDINARIA,Aprobados,APROBADOS,415,,,,
2018,2018,Universidad de La Laguna,015,Total,_T,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Extraordinaria,EXTRAORDINARIA,Aprobados,APROBADOS,724,,,,
2018,2018,Universidad de La Laguna,015,Hombres,M,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Extraordinaria,EXTRAORDINARIA,Aprobados,APROBADOS,340,,,,
2018,2018,Universidad de La Laguna,015,Mujeres,F,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Extraordinaria,EXTRAORDINARIA,Aprobados,APROBADOS,384,,,,
2019,2019,Universidad de La Laguna,015,Total,_T,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Extraordinaria,EXTRAORDINARIA,Aprobados,APROBADOS,652,,,,
2019,2019,Universidad de La Laguna,015,Hombres,M,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Extraordinaria,EXTRAORDINARIA,Aprobados,APROBADOS,305,,,,
2019,2019,Universidad de La Laguna,015,Mujeres,F,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Extraordinaria,EXTRAORDINARIA,Aprobados,APROBADOS,347,,,,
2020,2020,Universidad de La Laguna,015,Total,_T,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Extraordinaria,EXTRAORDINARIA,Aprobados,APROBADOS,433,,,,
2020,2020,Universidad de La Laguna,015,Hombres,M,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Extraordinaria,EXTRAORDINARIA,Aprobados,APROBADOS,201,,,,
2020,2020,Universidad de La Laguna,015,Mujeres,F,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Extraordinaria,EXTRAORDINARIA,Aprobados,APROBADOS,232,,,,
2021,2021,Universidad de La Laguna,015,Total,_T,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Extraordinaria,EXTRAORDINARIA,Aprobados,APROBADOS,605,,,,
2021,2021,Universidad de La Laguna,015,Hombres,M,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Extraordinaria,EXTRAORDINARIA,Aprobados,APROBADOS,290,,,,
2021,2021,Universidad de La Laguna,015,Mujeres,F,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Extraordinaria,EXTRAORDINARIA,Aprobados,APROBADOS,315,,,,
2022,2022,Universidad de La Laguna,015,Total,_T,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Extraordinaria,EXTRAORDINARIA,Aprobados,APROBADOS,613,,,,
2022,2022,Universidad de La Laguna,015,Hombres,M,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Extraordinaria,EXTRAORDINARIA,Aprobados,APROBADOS,265,,,,
2022,2022,Universidad de La Laguna,015,Mujeres,F,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Extraordinaria,EXTRAORDINARIA,Aprobados,APROBADOS,348,,,,
2015,2015,Universidad de La Laguna,015,Total,_T,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Extraordinaria,EXTRAORDINARIA,Presentados,PRESENTADOS,892,,,,
2015,2015,Universidad de La Laguna,015,Hombres,M,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Extraordinaria,EXTRAORDINARIA,Presentados,PRESENTADOS,440,,,,
2015,2015,Universidad de La Laguna,015,Mujeres,F,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Extraordinaria,EXTRAORDINARIA,Presentados,PRESENTADOS,452,,,,
2016,2016,Universidad de La Laguna,015,Total,_T,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Extraordinaria,EXTRAORDINARIA,Presentados,PRESENTADOS,1088,,,,
2016,2016,Universidad de La Laguna,015,Hombres,M,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Extraordinaria,EXTRAORDINARIA,Presentados,PRESENTADOS,496,,,,
2016,2016,Universidad de La Laguna,015,Mujeres,F,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Extraordinaria,EXTRAORDINARIA,Presentados,PRESENTADOS,592,,,,
2017,2017,Universidad de La Laguna,015,Total,_T,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Extraordinaria,EXTRAORDINARIA,Presentados,PRESENTADOS,899,,,,
2017,2017,Universidad de La Laguna,015,Hombres,M,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Extraordinaria,EXTRAORDINARIA,Presentados,PRESENTADOS,439,,,,
2017,2017,Universidad de La Laguna,015,Mujeres,F,Pruebas de acceso genérica (PAU genérica),PAU_GENERICA,Extraordinaria,EXTRAORDINARIA,Presentados,PRESENTADOS,460,,,,
